state_code,district_code,district_name,area_type,age_group,total_population,total_males,total_females,illiterate_population,illiterate_males,illiterate_females,literate_population,literate_males,literate_females
16,292,north tripura,Rural,8,11989,6132,5857,1171,577,594,10818,5555,5263
16,292,north tripura,Rural,9,11966,6099,5867,825,405,420,11141,5694,5447
16,292,north tripura,Rural,10,13031,6712,6319,951,467,484,12080,6245,5835
16,292,north tripura,Rural,11,12113,6126,5987,612,280,332,11501,5846,5655
16,292,north tripura,Rural,12,13239,6744,6495,643,284,359,12596,6460,6136
16,292,north tripura,Rural,13,11794,5985,5809,552,244,308,11242,5741,5501
16,292,north tripura,Rural,14,11660,5882,5778,615,286,329,11045,5596,5449
16,292,north tripura,Rural,15,11640,5895,5745,777,312,465,10863,5583,5280
16,292,north tripura,Rural,16,11639,5870,5769,725,301,424,10914,5569,5345
16,292,north tripura,Rural,17,11015,5898,5117,640,258,382,10375,5640,4735
16,292,north tripura,Rural,18,12899,6432,6467,1074,371,703,11825,6061,5764
16,292,north tripura,Rural,19,10972,5200,5772,836,247,589,10136,4953,5183
16,292,north tripura,Rural,20-24,59769,29149,30620,5357,1818,3539,54412,27331,27081
16,292,north tripura,Rural,25-29,51666,26018,25648,5591,1869,3722,46075,24149,21926
16,292,north tripura,Rural,30-34,41091,21106,19985,4828,1718,3110,36263,19388,16875
16,292,north tripura,Rural,35-39,39332,20231,19101,5428,1874,3554,33904,18357,15547
16,292,north tripura,Rural,40-44,32926,16995,15931,5510,1836,3674,27416,15159,12257
16,292,north tripura,Rural,45-49,27830,14637,13193,5480,2010,3470,22350,12627,9723
16,292,north tripura,Rural,50-54,22539,12064,10475,5265,1964,3301,17274,10100,7174
16,292,north tripura,Rural,55-59,15630,8340,7290,4110,1481,2629,11520,6859,4661
16,292,north tripura,Rural,60-64,13915,7076,6839,4414,1467,2947,9501,5609,3892
16,292,north tripura,Rural,65-69,9943,5043,4900,3393,1046,2347,6550,3997,2553
16,292,north tripura,Rural,70-74,7573,3920,3653,2914,960,1954,4659,2960,1699
16,292,north tripura,Rural,75-79,3902,1990,1912,1559,485,1074,2343,1505,838
16,292,north tripura,Rural,80+,5129,2365,2764,2406,710,1696,2723,1655,1068
16,292,north tripura,Rural,Age not stated,139,73,66,45,22,23,94,51,43
16,292,north tripura,Urban,All ages,120285,60967,59318,18950,8783,10167,101335,52184,49151
16,292,north tripura,Urban,0-6,12719,6437,6282,12719,6437,6282,0,0,0
16,292,north tripura,Urban,7,1871,962,909,269,137,132,1602,825,777
16,292,north tripura,Urban,8,1931,964,967,68,26,42,1863,938,925
16,292,north tripura,Urban,9,1898,952,946,50,26,24,1848,926,922
16,292,north tripura,Urban,10,2106,1086,1020,60,34,26,2046,1052,994
16,292,north tripura,Urban,11,2029,1026,1003,22,13,9,2007,1013,994
16,292,north tripura,Urban,12,2064,1080,984,39,19,20,2025,1061,964
16,292,north tripura,Urban,13,1954,977,977,24,12,12,1930,965,965
16,292,north tripura,Urban,14,1973,1002,971,23,13,10,1950,989,961
16,292,north tripura,Urban,15,2049,1079,970,38,13,25,2011,1066,945
16,292,north tripura,Urban,16,2027,1058,969,35,15,20,1992,1043,949
16,292,north tripura,Urban,17,2084,1095,989,49,22,27,2035,1073,962
16,292,north tripura,Urban,18,2173,1125,1048,53,23,30,2120,1102,1018
16,292,north tripura,Urban,19,2111,1056,1055,50,17,33,2061,1039,1022
16,292,north tripura,Urban,20-24,11276,5567,5709,357,156,201,10919,5411,5508
16,292,north tripura,Urban,25-29,10900,5400,5500,393,179,214,10507,5221,5286
16,292,north tripura,Urban,30-34,10064,5057,5007,376,170,206,9688,4887,4801
16,292,north tripura,Urban,35-39,10057,4965,5092,456,201,255,9601,4764,4837
16,292,north tripura,Urban,40-44,9235,4800,4435,550,224,326,8685,4576,4109
16,292,north tripura,Urban,45-49,8073,4206,3867,591,230,361,7482,3976,3506
16,292,north tripura,Urban,50-54,6431,3370,3061,549,202,347,5882,3168,2714
16,292,north tripura,Urban,55-59,4907,2583,2324,466,170,296,4441,2413,2028
16,292,north tripura,Urban,60-64,3738,1997,1741,456,138,318,3282,1859,1423
16,292,north tripura,Urban,65-69,2539,1273,1266,350,93,257,2189,1180,1009
16,292,north tripura,Urban,70-74,1762,840,922,361,86,275,1401,754,647
16,292,north tripura,Urban,75-79,1064,496,568,213,48,165,851,448,403
16,292,north tripura,Urban,80+,1202,482,720,327,75,252,875,407,468
16,292,north tripura,Urban,Age not stated,48,32,16,6,4,2,42,28,14
26,496,dadra & nagar haveli,Total,All ages,343709,193760,149949,120479,51239,69240,223230,142521,80709
26,496,dadra & nagar haveli,Total,0-6,50895,26431,24464,50895,26431,24464,0,0,0
26,496,dadra & nagar haveli,Total,7,7493,3977,3516,1210,626,584,6283,3351,2932
26,496,dadra & nagar haveli,Total,8,7482,3905,3577,475,224,251,7007,3681,3326
26,496,dadra & nagar haveli,Total,9,6940,3648,3292,324,135,189,6616,3513,3103
26,496,dadra & nagar haveli,Total,10,7835,4051,3784,438,193,245,7397,3858,3539
26,496,dadra & nagar haveli,Total,11,7397,3895,3502,261,98,163,7136,3797,3339
26,496,dadra & nagar haveli,Total,12,6853,3559,3294,301,89,212,6552,3470,3082
26,496,dadra & nagar haveli,Total,13,6728,3573,3155,289,84,205,6439,3489,2950
26,496,dadra & nagar haveli,Total,14,6190,3307,2883,339,97,242,5851,3210,2641
26,496,dadra & nagar haveli,Total,15,6048,3280,2768,460,138,322,5588,3142,2446
26,496,dadra & nagar haveli,Total,16,5665,3087,2578,589,168,421,5076,2919,2157
26,496,dadra & nagar haveli,Total,17,5682,3386,2296,573,187,386,5109,3199,1910
26,496,dadra & nagar haveli,Total,18,8075,5218,2857,1037,377,660,7038,4841,2197
26,496,dadra & nagar haveli,Total,19,7634,5008,2626,880,317,563,6754,4691,2063
26,496,dadra & nagar haveli,Total,20-24,44301,27595,16706,6695,1993,4702,37606,25602,12004
26,496,dadra & nagar haveli,Total,25-29,39885,23496,16389,7825,2481,5344,32060,21015,11045
26,496,dadra & nagar haveli,Total,30-34,30641,17957,12684,7286,2431,4855,23355,15526,7829
26,496,dadra & nagar haveli,Total,35-39,25277,14862,10415,7608,2711,4897,17669,12151,5518
26,496,dadra & nagar haveli,Total,40-44,18181,10554,7627,7343,2750,4593,10838,7804,3034
26,496,dadra & nagar haveli,Total,45-49,13789,7671,6118,6634,2552,4082,7155,5119,2036
26,496,dadra & nagar haveli,Total,50-54,9503,5215,4288,5125,2065,3060,4378,3150,1228
26,496,dadra & nagar haveli,Total,55-59,6951,3526,3425,4119,1550,2569,2832,1976,856
26,496,dadra & nagar haveli,Total,60-64,5831,2794,3037,3910,1454,2456,1921,1340,581
26,496,dadra & nagar haveli,Total,65-69,3716,1755,1961,2589,984,1605,1127,771,356
26,496,dadra & nagar haveli,Total,70-74,2309,973,1336,1766,606,1160,543,367,176
26,496,dadra & nagar haveli,Total,75-79,958,394,564,687,233,454,271,161,110
26,496,dadra & nagar haveli,Total,80+,1078,443,635,688,215,473,390,228,162
26,496,dadra & nagar haveli,Total,Age not stated,372,200,172,133,50,83,239,150,89
26,496,dadra & nagar haveli,Rural,All ages,183114,98305,84809,83972,34255,49717,99142,64050,35092
26,496,dadra & nagar haveli,Rural,0-6,28504,14467,14037,28504,14467,14037,0,0,0
26,496,dadra & nagar haveli,Rural,7,4290,2227,2063,671,330,341,3619,1897,1722
26,496,dadra & nagar haveli,Rural,8,4605,2371,2234,286,125,161,4319,2246,2073
26,496,dadra & nagar haveli,Rural,9,4242,2139,2103,217,86,131,4025,2053,1972
26,496,dadra & nagar haveli,Rural,10,4945,2539,2406,297,122,175,4648,2417,2231
26,496,dadra & nagar haveli,Rural,11,4789,2486,2303,187,61,126,4602,2425,2177
26,496,dadra & nagar haveli,Rural,12,4381,2226,2155,243,65,178,4138,2161,1977
26,496,dadra & nagar haveli,Rural,13,4358,2266,2092,236,58,178,4122,2208,1914
26,496,dadra & nagar haveli,Rural,14,3879,2047,1832,268,64,204,3611,1983,1628
26,496,dadra & nagar haveli,Rural,15,3786,1993,1793,395,105,290,3391,1888,1503
26,496,dadra & nagar haveli,Rural,16,3517,1840,1677,500,120,380,3017,1720,1297
26,496,dadra & nagar haveli,Rural,17,3287,1882,1405,484,134,350,2803,1748,1055
26,496,dadra & nagar haveli,Rural,18,4404,2609,1795,830,241,589,3574,2368,1206
26,496,dadra & nagar haveli,Rural,19,4019,2451,1568,654,181,473,3365,2270,1095
26,496,dadra & nagar haveli,Rural,20-24,21932,13066,8866,5330,1388,3942,16602,11678,4924
26,496,dadra & nagar haveli,Rural,25-29,17657,10255,7402,6062,1893,4169,11595,8362,3233
26,496,dadra & nagar haveli,Rural,30-34,13100,7322,5778,5760,1960,3800,7340,5362,1978
26,496,dadra & nagar haveli,Rural,35-39,11438,6209,5229,6193,2225,3968,5245,3984,1261
26,496,dadra & nagar haveli,Rural,40-44,9353,4938,4415,6084,2374,3710,3269,2564,705
26,496,dadra & nagar haveli,Rural,45-49,7831,4059,3772,5512,2199,3313,2319,1860,459
26,496,dadra & nagar haveli,Rural,50-54,5728,3014,2714,4305,1833,2472,1423,1181,242
26,496,dadra & nagar haveli,Rural,55-59,4211,2036,2175,3342,1339,2003,869,697,172
26,496,dadra & nagar haveli,Rural,60-64,3716,1690,2026,3156,1229,1927,560,461,99
26,496,dadra & nagar haveli,Rural,65-69,2361,1067,1294,2028,807,1221,333,260,73
26,496,dadra & nagar haveli,Rural,70-74,1485,587,898,1364,481,883,121,106,15
26,496,dadra & nagar haveli,Rural,75-79,559,208,351,516,183,333,43,25,18
26,496,dadra & nagar haveli,Rural,80+,517,198,319,442,145,297,75,53,22
26,496,dadra & nagar haveli,Rural,Age not stated,220,113,107,106,40,66,114,73,41
26,496,dadra & nagar haveli,Urban,All ages,160595,95455,65140,36507,16984,19523,124088,78471,45617
26,496,dadra & nagar haveli,Urban,0-6,22391,11964,10427,22391,11964,10427,0,0,0
26,496,dadra & nagar haveli,Urban,7,3203,1750,1453,539,296,243,2664,1454,1210
26,496,dadra & nagar haveli,Urban,8,2877,1534,1343,189,99,90,2688,1435,1253
26,496,dadra & nagar haveli,Urban,9,2698,1509,1189,107,49,58,2591,1460,1131
26,496,dadra & nagar haveli,Urban,10,2890,1512,1378,141,71,70,2749,1441,1308
26,496,dadra & nagar haveli,Urban,11,2608,1409,1199,74,37,37,2534,1372,1162
26,496,dadra & nagar haveli,Urban,12,2472,1333,1139,58,24,34,2414,1309,1105
26,496,dadra & nagar haveli,Urban,13,2370,1307,1063,53,26,27,2317,1281,1036
26,496,dadra & nagar haveli,Urban,14,2311,1260,1051,71,33,38,2240,1227,1013
26,496,dadra & nagar haveli,Urban,15,2262,1287,975,65,33,32,2197,1254,943
26,496,dadra & nagar haveli,Urban,16,2148,1247,901,89,48,41,2059,1199,860
26,496,dadra & nagar haveli,Urban,17,2395,1504,891,89,53,36,2306,1451,855
26,496,dadra & nagar haveli,Urban,18,3671,2609,1062,207,136,71,3464,2473,991
26,496,dadra & nagar haveli,Urban,19,3615,2557,1058,226,136,90,3389,2421,968
26,496,dadra & nagar haveli,Urban,20-24,22369,14529,7840,1365,605,760,21004,13924,7080
26,496,dadra & nagar haveli,Urban,25-29,22228,13241,8987,1763,588,1175,20465,12653,7812
26,496,dadra & nagar haveli,Urban,30-34,17541,10635,6906,1526,471,1055,16015,10164,5851
26,496,dadra & nagar haveli,Urban,35-39,13839,8653,5186,1415,486,929,12424,8167,4257
26,496,dadra & nagar haveli,Urban,40-44,8828,5616,3212,1259,376,883,7569,5240,2329
26,496,dadra & nagar haveli,Urban,45-49,5958,3612,2346,1122,353,769,4836,3259,1577
26,496,dadra & nagar haveli,Urban,50-54,3775,2201,1574,820,232,588,2955,1969,986
26,496,dadra & nagar haveli,Urban,55-59,2740,1490,1250,777,211,566,1963,1279,684
26,496,dadra & nagar haveli,Urban,60-64,2115,1104,1011,754,225,529,1361,879,482
26,496,dadra & nagar haveli,Urban,65-69,1355,688,667,561,177,384,794,511,283
26,496,dadra & nagar haveli,Urban,70-74,824,386,438,402,125,277,422,261,161
26,496,dadra & nagar haveli,Urban,75-79,399,186,213,171,50,121,228,136,92
26,496,dadra & nagar haveli,Urban,80+,561,245,316,246,70,176,315,175,140
26,496,dadra & nagar haveli,Urban,Age not stated,152,87,65,27,10,17,125,77,48
11,241,north  district,Total,All ages,43709,24730,18979,13259,6151,7108,30450,18579,11871
11,241,north  district,Total,0-6,4677,2425,2252,4677,2425,2252,0,0,0
11,241,north  district,Total,7,849,426,423,294,149,145,555,277,278
11,241,north  district,Total,8,828,391,437,133,70,63,695,321,374
11,241,north  district,Total,9,883,418,465,112,55,57,771,363,408
11,241,north  district,Total,10,927,468,459,88,44,44,839,424,415
11,241,north  district,Total,11,903,458,445,69,36,33,834,422,412
11,241,north  district,Total,12,1021,507,514,54,27,27,967,480,487
11,241,north  district,Total,13,1064,509,555,42,25,17,1022,484,538
11,241,north  district,Total,14,1037,513,524,45,23,22,992,490,502
11,241,north  district,Total,15,996,534,462,69,39,30,927,495,432
11,241,north  district,Total,16,1009,497,512,57,26,31,952,471,481
11,241,north  district,Total,17,879,458,421,62,34,28,817,424,393
11,241,north  district,Total,18,1063,597,466,95,55,40,968,542,426
11,241,north  district,Total,19,894,495,399,91,53,38,803,442,361
11,241,north  district,Total,20-24,4983,2918,2065,557,278,279,4426,2640,1786
11,241,north  district,Total,25-29,5086,3089,1997,698,303,395,4388,2786,1602
11,241,north  district,Total,30-34,3794,2446,1348,652,284,368,3142,2162,980
11,241,north  district,Total,35-39,3257,1964,1293,778,284,494,2479,1680,799
11,241,north  district,Total,40-44,2674,1649,1025,855,320,535,1819,1329,490
11,241,north  district,Total,45-49,1949,1144,805,839,322,517,1110,822,288
11,241,north  district,Total,50-54,1565,904,661,816,322,494,749,582,167
11,241,north  district,Total,55-59,1056,618,438,622,278,344,434,340,94
11,241,north  district,Total,60-64,772,407,365,510,199,311,262,208,54
11,241,north  district,Total,65-69,549,307,242,374,168,206,175,139,36
11,241,north  district,Total,70-74,388,216,172,291,139,152,97,77,20
11,241,north  district,Total,75-79,258,145,113,195,92,103,63,53,10
11,241,north  district,Total,80+,299,200,99,172,94,78,127,106,21
11,241,north  district,Total,Age not stated,49,27,22,12,7,5,37,20,17
11,241,north  district,Rural,All ages,39065,22274,16791,12017,5580,6437,27048,16694,10354
11,241,north  district,Rural,0-6,4092,2116,1976,4092,2116,1976,0,0,0
11,241,north  district,Rural,7,739,365,374,257,133,124,482,232,250
11,241,north  district,Rural,8,716,332,384,115,61,54,601,271,330
11,241,north  district,Rural,9,768,367,401,98,51,47,670,316,354
11,241,north  district,Rural,10,810,399,411,73,36,37,737,363,374
11,241,north  district,Rural,11,785,392,393,56,30,26,729,362,367
11,241,north  district,Rural,12,880,440,440,46,22,24,834,418,416
11,241,north  district,Rural,13,941,455,486,37,23,14,904,432,472
11,241,north  district,Rural,14,905,448,457,42,23,19,863,425,438
11,241,north  district,Rural,15,874,457,417,63,37,26,811,420,391
11,241,north  district,Rural,16,869,433,436,49,23,26,820,410,410
11,241,north  district,Rural,17,762,398,364,57,34,23,705,364,341
11,241,north  district,Rural,18,931,530,401,80,47,33,851,483,368
11,241,north  district,Rural,19,798,443,355,83,47,36,715,396,319
11,241,north  district,Rural,20-24,4521,2676,1845,500,247,253,4021,2429,1592
11,241,north  district,Rural,25-29,4649,2882,1767,641,280,361,4008,2602,1406
11,241,north  district,Rural,30-34,3437,2251,1186,597,268,329,2840,1983,857
11,241,north  district,Rural,35-39,2894,1782,1112,707,265,442,2187,1517,670
11,241,north  district,Rural,40-44,2400,1489,911,796,296,500,1604,1193,411
11,241,north  district,Rural,45-49,1756,1029,727,793,305,488,963,724,239
11,241,north  district,Rural,50-54,1412,810,602,763,304,459,649,506,143
11,241,north  district,Rural,55-59,964,555,409,587,259,328,377,296,81
11,241,north  district,Rural,60-64,720,381,339,486,191,295,234,190,44
11,241,north  district,Rural,65-69,510,285,225,359,161,198,151,124,27
11,241,north  district,Rural,70-74,364,202,162,278,133,145,86,69,17
11,241,north  district,Rural,75-79,240,136,104,186,89,97,54,47,7
11,241,north  district,Rural,80+,285,195,90,165,92,73,120,103,17
11,241,north  district,Rural,Age not stated,43,26,17,11,7,4,32,19,13
11,241,north  district,Urban,All ages,4644,2456,2188,1242,571,671,3402,1885,1517
11,241,north  district,Urban,0-6,585,309,276,585,309,276,0,0,0
11,241,north  district,Urban,7,110,61,49,37,16,21,73,45,28
11,241,north  district,Urban,8,112,59,53,18,9,9,94,50,44
11,241,north  district,Urban,9,115,51,64,14,4,10,101,47,54
11,241,north  district,Urban,10,117,69,48,15,8,7,102,61,41
11,241,north  district,Urban,11,118,66,52,13,6,7,105,60,45
11,241,north  district,Urban,12,141,67,74,8,5,3,133,62,71
11,241,north  district,Urban,13,123,54,69,5,2,3,118,52,66
11,241,north  district,Urban,14,132,65,67,3,0,3,129,65,64
11,241,north  district,Urban,15,122,77,45,6,2,4,116,75,41
11,241,north  district,Urban,16,140,64,76,8,3,5,132,61,71
11,241,north  district,Urban,17,117,60,57,5,0,5,112,60,52
11,241,north  district,Urban,18,132,67,65,15,8,7,117,59,58
11,241,north  district,Urban,19,96,52,44,8,6,2,88,46,42
11,241,north  district,Urban,20-24,462,242,220,57,31,26,405,211,194
11,241,north  district,Urban,25-29,437,207,230,57,23,34,380,184,196
11,241,north  district,Urban,30-34,357,195,162,55,16,39,302,179,123
11,241,north  district,Urban,35-39,363,182,181,71,19,52,292,163,129
11,241,north  district,Urban,40-44,274,160,114,59,24,35,215,136,79
11,241,north  district,Urban,45-49,193,115,78,46,17,29,147,98,49
11,241,north  district,Urban,50-54,153,94,59,53,18,35,100,76,24
11,241,north  district,Urban,55-59,92,63,29,35,19,16,57,44,13
11,241,north  district,Urban,60-64,52,26,26,24,8,16,28,18,10
11,241,north  district,Urban,65-69,39,22,17,15,7,8,24,15,9
11,241,north  district,Urban,70-74,24,14,10,13,6,7,11,8,3
11,241,north  district,Urban,75-79,18,9,9,9,3,6,9,6,3
11,241,north  district,Urban,80+,14,5,9,7,2,5,7,3,4
11,241,north  district,Urban,Age not stated,6,1,5,1,0,1,5,1,4
11,242,west district,Total,All ages,136435,70238,66197,43003,18250,24753,93432,51988,41444
11,242,west district,Total,0-6,15706,7996,7710,15706,7996,7710,0,0,0
11,242,west district,Total,7,3014,1561,1453,764,385,379,2250,1176,1074
11,242,west district,Total,8,2777,1380,1397,361,189,172,2416,1191,1225
11,242,west district,Total,9,3057,1572,1485,304,163,141,2753,1409,1344
11,242,west district,Total,10,3421,1738,1683,289,159,130,3132,1579,1553
11,242,west district,Total,11,3316,1683,1633,158,80,78,3158,1603,1555
11,242,west district,Total,12,3410,1732,1678,110,60,50,3300,1672,1628
11,242,west district,Total,13,3328,1721,1607,125,69,56,3203,1652,1551
11,242,west district,Total,14,3388,1696,1692,105,60,45,3283,1636,1647
11,242,west district,Total,15,3188,1617,1571,116,64,52,3072,1553,1519
11,242,west district,Total,16,3157,1612,1545,124,61,63,3033,1551,1482
11,242,west district,Total,17,3067,1580,1487,148,78,70,2919,1502,1417
11,242,west district,Total,18,3246,1635,1611,166,87,79,3080,1548,1532
11,242,west district,Total,19,2878,1472,1406,148,61,87,2730,1411,1319
11,242,west district,Total,20-24,14336,7169,7167,1141,411,730,13195,6758,6437
11,242,west district,Total,25-29,12920,6525,6395,1678,554,1124,11242,5971,5271
11,242,west district,Total,30-34,10370,5215,5155,1844,580,1264,8526,4635,3891
11,242,west district,Total,35-39,8615,4393,4222,2113,623,1490,6502,3770,2732
11,242,west district,Total,40-44,7372,3877,3495,2491,706,1785,4881,3171,1710
11,242,west district,Total,45-49,6163,3277,2886,2808,908,1900,3355,2369,986
11,242,west district,Total,50-54,5415,2956,2459,2921,1046,1875,2494,1910,584
11,242,west district,Total,55-59,4058,2211,1847,2435,913,1522,1623,1298,325
11,242,west district,Total,60-64,3445,1861,1584,2283,920,1363,1162,941,221
11,242,west district,Total,65-69,2465,1331,1134,1584,634,950,881,697,184
11,242,west district,Total,70-74,1899,1089,810,1373,647,726,526,442,84
11,242,west district,Total,75-79,1080,611,469,827,388,439,253,223,30
11,242,west district,Total,80+,1038,574,464,788,367,421,250,207,43
11,242,west district,Total,Age not stated,306,154,152,93,41,52,213,113,100
11,242,west district,Rural,All ages,131187,67528,63659,41962,17817,24145,89225,49711,39514
11,242,west district,Rural,0-6,15167,7722,7445,15167,7722,7445,0,0,0
11,242,west district,Rural,7,2903,1500,1403,757,383,374,2146,1117,1029
11,242,west district,Rural,8,2686,1337,1349,355,187,168,2331,1150,1181
11,242,west district,Rural,9,2961,1527,1434,299,160,139,2662,1367,1295
11,242,west district,Rural,10,3327,1690,1637,287,158,129,3040,1532,1508
11,242,west district,Rural,11,3196,1621,1575,156,78,78,3040,1543,1497
11,242,west district,Rural,12,3293,1680,1613,109,59,50,3184,1621,1563
11,242,west district,Rural,13,3225,1671,1554,119,67,52,3106,1604,1502
11,242,west district,Rural,14,3264,1637,1627,102,59,43,3162,1578,1584
11,242,west district,Rural,15,3069,1558,1511,114,64,50,2955,1494,1461
11,242,west district,Rural,16,3023,1549,1474,121,60,61,2902,1489,1413
11,242,west district,Rural,17,2956,1524,1432,144,77,67,2812,1447,1365
11,242,west district,Rural,18,3120,1571,1549,160,85,75,2960,1486,1474
11,242,west district,Rural,19,2750,1406,1344,142,60,82,2608,1346,1262
11,242,west district,Rural,20-24,13746,6872,6874,1120,401,719,12626,6471,6155
11,242,west district,Rural,25-29,12342,6257,6085,1630,539,1091,10712,5718,4994
11,242,west district,Rural,30-34,9916,4982,4934,1799,567,1232,8117,4415,3702
11,242,west district,Rural,35-39,8256,4198,4058,2076,609,1467,6180,3589,2591
11,242,west district,Rural,40-44,7050,3710,3340,2450,691,1759,4600,3019,1581
11,242,west district,Rural,45-49,5881,3105,2776,2754,890,1864,3127,2215,912
11,242,west district,Rural,50-54,5202,2824,2378,2882,1033,1849,2320,1791,529
11,242,west district,Rural,55-59,3905,2116,1789,2392,902,1490,1513,1214,299
11,242,west district,Rural,60-64,3364,1823,1541,2251,914,1337,1113,909,204
11,242,west district,Rural,65-69,2394,1295,1099,1553,626,927,841,669,172
11,242,west district,Rural,70-74,1839,1053,786,1348,638,710,491,415,76
11,242,west district,Rural,75-79,1059,600,459,818,386,432,241,214,27
11,242,west district,Rural,80+,996,550,446,768,363,405,228,187,41
11,242,west district,Rural,Age not stated,297,150,147,89,39,50,208,111,97
11,242,west district,Urban,All ages,5248,2710,2538,1041,433,608,4207,2277,1930
11,242,west district,Urban,0-6,539,274,265,539,274,265,0,0,0
11,242,west district,Urban,7,111,61,50,7,2,5,104,59,45
11,242,west district,Urban,8,91,43,48,6,2,4,85,41,44
11,242,west district,Urban,9,96,45,51,5,3,2,91,42,49
11,242,west district,Urban,10,94,48,46,2,1,1,92,47,45
11,242,west district,Urban,11,120,62,58,2,2,0,118,60,58
11,242,west district,Urban,12,117,52,65,1,1,0,116,51,65
11,242,west district,Urban,13,103,50,53,6,2,4,97,48,49
11,242,west district,Urban,14,124,59,65,3,1,2,121,58,63
11,242,west district,Urban,15,119,59,60,2,0,2,117,59,58
11,242,west district,Urban,16,134,63,71,3,1,2,131,62,69
11,242,west district,Urban,17,111,56,55,4,1,3,107,55,52
11,242,west district,Urban,18,126,64,62,6,2,4,120,62,58
11,242,west district,Urban,19,128,66,62,6,1,5,122,65,57
11,242,west district,Urban,20-24,590,297,293,21,10,11,569,287,282
11,242,west district,Urban,25-29,578,268,310,48,15,33,530,253,277
11,242,west district,Urban,30-34,454,233,221,45,13,32,409,220,189
11,242,west district,Urban,35-39,359,195,164,37,14,23,322,181,141
11,242,west district,Urban,40-44,322,167,155,41,15,26,281,152,129
11,242,west district,Urban,45-49,282,172,110,54,18,36,228,154,74
11,242,west district,Urban,50-54,213,132,81,39,13,26,174,119,55
11,242,west district,Urban,55-59,153,95,58,43,11,32,110,84,26
11,242,west district,Urban,60-64,81,38,43,32,6,26,49,32,17
11,242,west district,Urban,65-69,71,36,35,31,8,23,40,28,12
11,242,west district,Urban,70-74,60,36,24,25,9,16,35,27,8
11,242,west district,Urban,75-79,21,11,10,9,2,7,12,9,3
11,242,west district,Urban,80+,42,24,18,20,4,16,22,20,2
11,242,west district,Urban,Age not stated,9,4,5,4,2,2,5,2,3
11,243,south district,Total,All ages,146850,76670,70180,40109,17313,22796,106741,59357,47384
11,243,south district,Total,0-6,15744,8063,7681,15744,8063,7681,0,0,0
11,243,south district,Total,7,3062,1520,1542,508,249,259,2554,1271,1283
11,243,south district,Total,8,2730,1378,1352,177,93,84,2553,1285,1268
11,243,south district,Total,9,3163,1623,1540,221,116,105,2942,1507,1435
11,243,south district,Total,10,3529,1803,1726,266,133,133,3263,1670,1593
11,243,south district,Total,11,3283,1607,1676,153,81,72,3130,1526,1604
11,243,south district,Total,12,3357,1774,1583,72,30,42,3285,1744,1541
11,243,south district,Total,13,3313,1675,1638,83,38,45,3230,1637,1593
11,243,south district,Total,14,3355,1698,1657,85,39,46,3270,1659,1611
11,243,south district,Total,15,3267,1668,1599,118,58,60,3149,1610,1539
11,243,south district,Total,16,3312,1646,1666,108,55,53,3204,1591,1613
11,243,south district,Total,17,3257,1667,1590,93,37,56,3164,1630,1534
11,243,south district,Total,18,3473,1791,1682,146,75,71,3327,1716,1611
11,243,south district,Total,19,3103,1538,1565,131,57,74,2972,1481,1491
11,243,south district,Total,20-24,15829,8291,7538,930,403,527,14899,7888,7011
11,243,south district,Total,25-29,14205,7236,6969,1322,512,810,12883,6724,6159
11,243,south district,Total,30-34,11780,6154,5626,1533,508,1025,10247,5646,4601
11,243,south district,Total,35-39,10039,5132,4907,1953,592,1361,8086,4540,3546
11,243,south district,Total,40-44,8481,4595,3886,2381,724,1657,6100,3871,2229
11,243,south district,Total,45-49,7018,3769,3249,2616,885,1731,4402,2884,1518
11,243,south district,Total,50-54,5930,3316,2614,2619,969,1650,3311,2347,964
11,243,south district,Total,55-59,4314,2436,1878,2136,790,1346,2178,1646,532
11,243,south district,Total,60-64,3573,1983,1590,1969,770,1199,1604,1213,391
11,243,south district,Total,65-69,2788,1517,1271,1685,673,1012,1103,844,259
11,243,south district,Total,70-74,1960,1135,825,1257,555,702,703,580,123
11,243,south district,Total,75-79,1197,681,516,828,365,463,369,316,53
11,243,south district,Total,80+,1220,664,556,832,371,461,388,293,95
11,243,south district,Total,Age not stated,568,310,258,143,72,71,425,238,187
11,243,south district,Rural,All ages,125651,65848,59803,35885,15509,20376,89766,50339,39427
11,243,south district,Rural,0-6,13736,7024,6712,13736,7024,6712,0,0,0
11,243,south district,Rural,7,2698,1342,1356,439,215,224,2259,1127,1132
11,243,south district,Rural,8,2375,1189,1186,147,77,70,2228,1112,1116
11,243,south district,Rural,9,2757,1423,1334,189,104,85,2568,1319,1249
11,243,south district,Rural,10,3106,1588,1518,231,117,114,2875,1471,1404
11,243,south district,Rural,11,2855,1395,1460,125,69,56,2730,1326,1404
11,243,south district,Rural,12,2918,1548,1370,58,26,32,2860,1522,1338
11,243,south district,Rural,13,2833,1410,1423,59,28,31,2774,1382,1392
11,243,south district,Rural,14,2895,1468,1427,69,37,32,2826,1431,1395
11,243,south district,Rural,15,2806,1446,1360,93,49,44,2713,1397,1316
11,243,south district,Rural,16,2866,1420,1446,89,48,41,2777,1372,1405
11,243,south district,Rural,17,2770,1429,1341,71,30,41,2699,1399,1300
11,243,south district,Rural,18,2987,1543,1444,119,58,61,2868,1485,1383
11,243,south district,Rural,19,2658,1286,1372,110,47,63,2548,1239,1309
11,243,south district,Rural,20-24,13481,7135,6346,789,345,444,12692,6790,5902
